samplename,superkingdom,kingdom,subkingdom,phylum,class,subclass,order,suborder,family,subfamily,tribe,genus,species
M01895:175:000000000-CJJKT:1:1105:20714:22546__kiwi2019__AG0320-289__515f,Bacteria,,,Proteobacteria,Betaproteobacteria,,Burkholderiales,,Burkholderiaceae,,,,
M01895:175:000000000-CJJKT:1:1106:8951:17047__kiwi2019__AG0320-668__515f,Bacteria,,,Verrucomicrobia,,,,,,,,,
M01895:175:000000000-CJJKT:1:1108:11619:12693__kiwi2019__AG0320-013__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,,,,,,,
M01895:175:000000000-CJJKT:1:1108:23720:12320__kiwi2019__AG0320-292__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1108:6930:20524__kiwi2019__AG0320-051__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,Clostridiaceae,,,Clostridium,
M01895:175:000000000-CJJKT:1:1109:4133:9294__kiwi2019__AG0320-460__515f,Bacteria,,,Proteobacteria,Betaproteobacteria,,Burkholderiales,,Alcaligenaceae,,,Alcaligenes,
M01895:175:000000000-CJJKT:1:1112:12258:15074__kiwi2019__AG0320-731__515f,Bacteria,,,Bacteroidetes,Cytophagia,,Cytophagales,,Hymenobacteraceae,,,Hymenobacter,
M01895:175:000000000-CJJKT:1:1112:2460:19109__kiwi2019__AG0320-771__515f,Bacteria,,,Acidobacteria,,,,,,,,,
M01895:175:000000000-CJJKT:1:1114:9661:8103__kiwi2019__AG0320-668__515f,Bacteria,,,Acidobacteria,Acidobacteriia,,Acidobacteriales,,Acidobacteriaceae,,,,
M01895:175:000000000-CJJKT:1:2103:16464:15831__kiwi2019__AG0320-114__515f,Bacteria,,,Proteobacteria,Gammaproteobacteria,,Xanthomonadales,,Xanthomonadaceae,,,Lysobacter,Lysobacter sp.
M01895:175:000000000-CJJKT:1:2104:12960:6826__kiwi2019__AG0320-525__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Sphingomonadales,,Sphingomonadaceae,,,,
M01895:175:000000000-CJJKT:1:2105:6606:17184__kiwi2019__AG0320-475__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Rhizobiales,,Hyphomicrobiaceae,,,Devosia,
M01895:175:000000000-CJJKT:1:2110:20277:15350__kiwi2019__AG0320-312__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Caulobacterales,,Caulobacteraceae,,,,
M01895:175:000000000-CJJKT:1:2111:22803:4515__kiwi2019__AG0320-078__515f,Bacteria,,,Actinobacteria,Thermoleophilia,,Solirubrobacterales,,,,,,
M01895:175:000000000-CJJKT:1:2112:12785:9910__kiwi2019__AG0320-289__515f,Bacteria,,,Acidobacteria,,,,,,,,,
M01895:175:000000000-CJJKT:1:2113:15103:11205__kiwi2019__AG0320-770__515f,Eukaryota,Fungi,Dikarya,Ascomycota,Arthoniomycetes,,Lichenostigmatales,,Phaeococcomycetaceae,,,,
M01895:175:000000000-CJJKT:1:2114:19990:8007__kiwi2019__AG0320-011__515f,Bacteria,,,Proteobacteria,Deltaproteobacteria,,Myxococcales,,,,,,
M01895:175:000000000-CJJKT:1:1101:22689:23538__kiwi2019__AG0320-089__515f,Bacteria,,,Proteobacteria,Gammaproteobacteria,,Pseudomonadales,,Moraxellaceae,,,Psychrobacter,
M01895:175:000000000-CJJKT:1:1102:11300:12905__kiwi2019__AG0320-062__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Sphingomonadales,,Sphingomonadaceae,,,,
M01895:175:000000000-CJJKT:1:1104:10804:8147__kiwi2019__AG0320-289__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1104:19128:19861__kiwi2019__AG0320-312__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1105:14725:10089__kiwi2019__AG0320-064__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1106:18657:13610__kiwi2019__AG0320-274__515f,Bacteria,,,Deinococcus-Thermus,Deinococci,,Deinococcales,,Deinococcaceae,,,Deinococcus,
M01895:175:000000000-CJJKT:1:1109:14945:21071__kiwi2019__AG0320-292__515f,Bacteria,,,Planctomycetes,Planctomycetia,,Planctomycetales,,,,,,
M01895:175:000000000-CJJKT:1:1109:23383:9216__kiwi2019__AG0320-655__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1110:10972:19594__kiwi2019__AG0320-475__515f,Eukaryota,Viridiplantae,,Streptophyta,,,,,,,,,
M01895:175:000000000-CJJKT:1:1111:5321:15823__kiwi2019__AG0320-289__515f,,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1112:13593:27395__kiwi2019__AG0320-094__515f,Bacteria,,,Bacteroidetes,Bacteroidia,,Bacteroidales,,,,,,
M01895:175:000000000-CJJKT:1:1112:18108:9345__kiwi2019__AG0320-290__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Sphingomonadales,,Erythrobacteraceae,,,,
M01895:175:000000000-CJJKT:1:1113:6756:16668__kiwi2019__AG0320-320__515f,Bacteria,,,Acidobacteria,Solibacteres,,Solibacterales,,Solibacteraceae,,,Candidatus Solibacter,
M01895:175:000000000-CJJKT:1:2101:18124:15652__kiwi2019__AG0320-180__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Sphingomonadales,,Sphingomonadaceae,,,,
M01895:175:000000000-CJJKT:1:2102:25683:12782__kiwi2019__AG0320-292__515f,Bacteria,,,Proteobacteria,,,,,,,,,
M01895:175:000000000-CJJKT:1:2104:24994:12972__kiwi2019__AG0320-004__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:2105:13457:15459__kiwi2019__AG0320-074__515f,,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:2107:18938:6869__kiwi2019__AG0320-717__515f,Bacteria,,,Actinobacteria,Actinobacteria,,,,,,,,
M01895:175:000000000-CJJKT:1:2108:15745:19855__kiwi2019__AG0320-040__515f,Bacteria,,,Firmicutes,Bacilli,,Bacillales,,Bacillaceae,,,Oceanobacillus,
M01895:175:000000000-CJJKT:1:2109:17192:11921__kiwi2019__AG0320-668__515f,Bacteria,,,Acidobacteria,,,,,,,,,
M01895:175:000000000-CJJKT:1:2110:9092:21758__kiwi2019__AG0320-638__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Rhodospirillales,,Acetobacteraceae,,,Roseomonas,
M01895:175:000000000-CJJKT:1:2112:13586:17611__kiwi2019__AG0320-064__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:2113:14685:23233__kiwi2019__AG0320-293__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1101:14342:14795__kiwi2019__AG0320-292__515f,Bacteria,,,Chloroflexi,,,,,,,,,
M01895:175:000000000-CJJKT:1:1101:21857:21347__kiwi2019__AG0320-289__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1101:3198:15008__kiwi2019__AG0320-668__515f,Bacteria,,,Bacteroidetes,Chitinophagia,,Chitinophagales,,Chitinophagaceae,,,Chitinophaga,uncultured Chitinophaga sp.
M01895:175:000000000-CJJKT:1:1102:6237:12896__kiwi2019__AG0320-503__515f,Bacteria,,,Actinobacteria,Actinobacteria,,,,,,,,
M01895:175:000000000-CJJKT:1:1105:20241:6025__kiwi2019__AG0320-172__515f,Eukaryota,Viridiplantae,,Streptophyta,,,,,,,,,
M01895:175:000000000-CJJKT:1:1105:3241:20628__kiwi2019__AG0320-416__515f,Bacteria,,,Verrucomicrobia,Verrucomicrobiae,,Verrucomicrobiales,,,,,,
M01895:175:000000000-CJJKT:1:1106:15811:5344__kiwi2019__AG0320-078__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1106:25563:22655__kiwi2019__AG0320-292__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1106:8825:14114__kiwi2019__AG0320-014__515f,Bacteria,,,Planctomycetes,Planctomycetia,,Planctomycetales,,Isosphaeraceae,,,,
M01895:175:000000000-CJJKT:1:1107:19308:5456__kiwi2019__AG0320-021__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,Ruminococcaceae,,,,
M01895:175:000000000-CJJKT:1:1107:7013:24354__kiwi2019__AG0320-290__515f,Bacteria,,,Proteobacteria,Deltaproteobacteria,,Myxococcales,Nannocystineae,Kofleriaceae,,,Haliangium,uncultured Haliangium sp.
M01895:175:000000000-CJJKT:1:1109:8347:14679__kiwi2019__AG0320-150__515f,Eukaryota,Viridiplantae,,Streptophyta,,,,,,,,,
M01895:175:000000000-CJJKT:1:1110:27943:12304__kiwi2019__AG0320-150__515f,Eukaryota,Viridiplantae,,Streptophyta,,,,,,,,,
M01895:175:000000000-CJJKT:1:1111:23529:19469__kiwi2019__AG0320-006__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1113:25083:14672__kiwi2019__AG0320-292__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:2103:20080:17031__kiwi2019__AG0320-292__515f,Bacteria,,,Actinobacteria,Thermoleophilia,,Solirubrobacterales,,,,,,
M01895:175:000000000-CJJKT:1:2107:14504:15640__kiwi2019__AG0320-732__515f,Bacteria,,,Proteobacteria,Gammaproteobacteria,,Pasteurellales,,Pasteurellaceae,,,Haemophilus,
M01895:175:000000000-CJJKT:1:2110:21467:7635__kiwi2019__AG0320-292__515f,Bacteria,,,Firmicutes,,,,,,,,,
M01895:175:000000000-CJJKT:1:2111:15142:2087__kiwi2019__AG0320-182__515f,Bacteria,,,Actinobacteria,Actinobacteria,,Propionibacteriales,,Nocardioidaceae,,,Nocardioides,
M01895:175:000000000-CJJKT:1:2111:7229:7760__kiwi2019__AG0320-467__515f,Bacteria,,,Firmicutes,Bacilli,,Bacillales,,Bacillaceae,,,Bacillus,
M01895:175:000000000-CJJKT:1:2113:15660:12375__kiwi2019__AG0320-018__515f,Bacteria,,,Proteobacteria,Deltaproteobacteria,,Myxococcales,Sorangiineae,Polyangiaceae,,,,
M01895:175:000000000-CJJKT:1:2113:20275:2366__kiwi2019__AG0320-292__515f,,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:2114:2958:14555__kiwi2019__AG0320-061__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,,,,,
M01895:175:000000000-CJJKT:1:1101:11680:14393__kiwi2019__AG0320-092__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,,,,,
M01895:175:000000000-CJJKT:1:1101:25079:19832__kiwi2019__AG0320-034__515f,Bacteria,,,Proteobacteria,Oligoflexia,,Bdellovibrionales,,Bdellovibrionaceae,,,Bdellovibrio,uncultured Bdellovibrio sp.
M01895:175:000000000-CJJKT:1:1102:10944:17197__kiwi2019__AG0320-489__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1102:26769:13341__kiwi2019__AG0320-755__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,Clostridiales Family XIII. Incertae Sedis,,,Mogibacterium,uncultured Mogibacterium sp.
M01895:175:000000000-CJJKT:1:1103:8450:3661__kiwi2019__AG0320-122__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,,,,,
M01895:175:000000000-CJJKT:1:1104:6292:5436__kiwi2019__AG0320-066__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,Lachnospiraceae,,,,
M01895:175:000000000-CJJKT:1:1105:23806:19691__kiwi2019__AG0320-066__515f,Bacteria,,,Proteobacteria,Gammaproteobacteria,,Xanthomonadales,,Rhodanobacteraceae,,,,
M01895:175:000000000-CJJKT:1:1105:5494:15342__kiwi2019__AG0320-311__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Rhizobiales,,Methylobacteriaceae,,,Methylobacterium,
M01895:175:000000000-CJJKT:1:1106:20673:22316__kiwi2019__AG0320-064__515f,,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1106:3663:13607__kiwi2019__AG0320-753__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Rhodospirillales,,Acetobacteraceae,,,,
M01895:175:000000000-CJJKT:1:1106:6836:11965__kiwi2019__AG0320-650__515f,Bacteria,,,Actinobacteria,Thermoleophilia,,Solirubrobacterales,,Solirubrobacteraceae,,,Solirubrobacter,uncultured Solirubrobacter sp.
M01895:175:000000000-CJJKT:1:1108:18983:8782__kiwi2019__AG0320-736__515f,Bacteria,,,Bacteroidetes,Chitinophagia,,Chitinophagales,,Chitinophagaceae,,,,
M01895:175:000000000-CJJKT:1:1109:18976:18162__kiwi2019__AG0320-292__515f,Bacteria,,,Planctomycetes,Planctomycetia,,Planctomycetales,,Gemmataceae,,,Gemmata,uncultured Gemmata sp.
M01895:175:000000000-CJJKT:1:1111:15507:7245__kiwi2019__AG0320-315__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1111:22827:21601__kiwi2019__AG0320-289__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1112:22446:20759__kiwi2019__AG0320-292__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1114:13406:27538__kiwi2019__AG0320-036__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,,,,,
M01895:175:000000000-CJJKT:1:1114:8413:17986__kiwi2019__AG0320-507__515f,Bacteria,,,Proteobacteria,,,,,,,,,
M01895:175:000000000-CJJKT:1:2101:17435:15248__kiwi2019__AG0320-290__515f,Bacteria,,,Proteobacteria,Gammaproteobacteria,,Xanthomonadales,,Xanthomonadaceae,,,,
M01895:175:000000000-CJJKT:1:2102:4161:12550__kiwi2019__AG0320-687__515f,Eukaryota,Fungi,Dikarya,Ascomycota,Dothideomycetes,Pleosporomycetidae,Pleosporales,,,,,,
M01895:175:000000000-CJJKT:1:2103:11536:21861__kiwi2019__AG0320-079__515f,Bacteria,,,Proteobacteria,Deltaproteobacteria,,Desulfobacterales,,Desulfobacteraceae,,,,
M01895:175:000000000-CJJKT:1:2104:15701:1891__kiwi2019__AG0320-166__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Sphingomonadales,,Sphingomonadaceae,,,,
M01895:175:000000000-CJJKT:1:2106:3362:16175__kiwi2019__AG0320-289__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:2109:14021:28320__kiwi2019__AG0320-768__515f,Eukaryota,Fungi,Dikarya,Ascomycota,Dothideomycetes,Dothideomycetidae,Dothideales,,,,,,
M01895:175:000000000-CJJKT:1:2110:3161:10646__kiwi2019__AG0320-037__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:2112:10585:23556__kiwi2019__AG0320-061__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1101:13557:18446__kiwi2019__AG0320-516__515f,,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1102:14817:28225__kiwi2019__AG0320-525__515f,Bacteria,,,Proteobacteria,Gammaproteobacteria,,,,,,,,
M01895:175:000000000-CJJKT:1:1103:8395:13351__kiwi2019__AG0320-621__515f,,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1103:9152:10581__kiwi2019__AG0320-289__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Rhodospirillales,,Acetobacteraceae,,,,
M01895:175:000000000-CJJKT:1:1104:18120:13140__kiwi2019__AG0320-292__515f,Bacteria,,,Proteobacteria,Gammaproteobacteria,,Nevskiales,,Sinobacteraceae,,,Steroidobacter,uncultured Steroidobacter sp.
M01895:175:000000000-CJJKT:1:1104:9680:13501__kiwi2019__AG0320-010__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1105:29557:14513__kiwi2019__AG0320-292__515f,Bacteria,,,Planctomycetes,Planctomycetia,,Planctomycetales,,Isosphaeraceae,,,Singulisphaera,uncultured Singulisphaera sp.
M01895:175:000000000-CJJKT:1:1106:15615:10474__kiwi2019__AG0320-410__515f,,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1107:14889:7338__kiwi2019__AG0320-292__515f,Bacteria,,,Actinobacteria,Rubrobacteria,,Rubrobacterales,,Rubrobacteraceae,,,Rubrobacter,uncultured Rubrobacter sp.
M01895:175:000000000-CJJKT:1:1107:21739:4803__kiwi2019__AG0320-058__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1108:23930:11256__kiwi2019__AG0320-326__515f,Bacteria,,,Acidobacteria,Acidobacteriia,,Acidobacteriales,,Acidobacteriaceae,,,,
M01895:175:000000000-CJJKT:1:1109:14550:18372__kiwi2019__AG0320-228__515f,Eukaryota,Viridiplantae,,Streptophyta,,,,,,,,,
M01895:175:000000000-CJJKT:1:1109:27701:15081__kiwi2019__AG0320-293__515f,Bacteria,,,Acidobacteria,Holophagae,,Holophagales,,Holophagaceae,,,Holophaga,uncultured Holophaga sp.
M01895:175:000000000-CJJKT:1:1110:17096:1776__kiwi2019__AG0320-021__515f,Bacteria,,,Actinobacteria,Coriobacteriia,,,,,,,,
M01895:175:000000000-CJJKT:1:1111:11586:6353__kiwi2019__AG0320-785__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,Rhizobiales,,,,,,
M01895:175:000000000-CJJKT:1:1112:13068:9381__kiwi2019__AG0320-539__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:1112:25377:25127__kiwi2019__AG0320-292__515f,Bacteria,,,Planctomycetes,Planctomycetia,,Planctomycetales,,Gemmataceae,,,Gemmata,uncultured Gemmata sp.
M01895:175:000000000-CJJKT:1:1113:13780:22206__kiwi2019__AG0320-089__515f,Bacteria,,,Firmicutes,Bacilli,,Lactobacillales,,Streptococcaceae,,,Streptococcus,
M01895:175:000000000-CJJKT:1:1113:22229:7690__kiwi2019__AG0320-746__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,,,,,,,
M01895:175:000000000-CJJKT:1:1114:26696:16814__kiwi2019__AG0320-267__515f,Bacteria,,,Actinobacteria,Actinobacteria,,Micrococcales,,Bogoriellaceae,,,Georgenia,
M01895:175:000000000-CJJKT:1:2102:20291:26417__kiwi2019__AG0320-292__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:2102:5826:15059__kiwi2019__AG0320-088__515f,Bacteria,,,Bacteroidetes,Sphingobacteriia,,Sphingobacteriales,,Sphingobacteriaceae,,,Sphingobacterium,
M01895:175:000000000-CJJKT:1:2104:4435:15160__kiwi2019__AG0320-246__515f,Bacteria,,,Proteobacteria,Gammaproteobacteria,,Legionellales,,Legionellaceae,,,Legionella,Legionella sp.
M01895:175:000000000-CJJKT:1:2105:13732:12443__kiwi2019__AG0320-295__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:2106:12456:15769__kiwi2019__AG0320-299__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:2106:18810:21060__kiwi2019__AG0320-094__515f,Bacteria,,,Firmicutes,Clostridia,,Clostridiales,,,,,,
M01895:175:000000000-CJJKT:1:2108:15266:15577__kiwi2019__AG0320-094__515f,Bacteria,,,Proteobacteria,Alphaproteobacteria,,,,,,,,
M01895:175:000000000-CJJKT:1:2109:11395:5736__kiwi2019__AG0320-292__515f,Bacteria,,,Verrucomicrobia,,,,,,,,,
M01895:175:000000000-CJJKT:1:2109:23498:17426__kiwi2019__AG0320-292__515f,Bacteria,,,Chloroflexi,Chloroflexia,,Chloroflexales,Roseiflexineae,Roseiflexaceae,,,Roseiflexus,uncultured Roseiflexus sp.
M01895:175:000000000-CJJKT:1:2110:11576:4982__kiwi2019__AG0320-292__515f,Bacteria,,,,,,,,,,,,
M01895:175:000000000-CJJKT:1:2111:26763:7470__kiwi2019__AG0320-681__515f,Bacteria,,,Bacteroidetes,Bacteroidia,,Bacteroidales,,Porphyromonadaceae,,,Porphyromonas,uncultured Porphyromonas sp.
M01895:175:000000000-CJJKT:1:2114:19961:2246__kiwi2019__AG0320-292__515f,Bacteria,,,,,,,,,,,,
